num_returns,refund_amount,time_gap,mismatch,category_risk,loyalty,reason_pattern,fraud
3,2428.5793370532847,7,0,2,4,1,1
0,2453.837579474938,8,0,1,8,2,0
4,2437.148019871532,33,0,2,3,2,0
2,3728.9143168804517,3,0,2,1,0,0
2,2399.3350143743482,10,0,2,2,1,0
1,911.8073037253413,27,0,4,1,0,0
1,1939.5252595070622,27,0,3,5,0,1
2,3898.127406080209,28,0,2,6,0,1
5,3736.0234101165715,30,0,1,1,1,1
2,146.33500315046788,38,0,1,1,2,1
4,3364.193031778831,29,0,2,6,2,0
1,257.421393818955,28,0,3,2,1,0
1,1016.0297737824159,28,1,4,2,1,1
2,3511.3424133267713,46,0,3,1,0,0
1,3740.8844874014526,31,0,3,6,1,0
4,2444.425457214681,33,0,3,4,2,1
1,3982.5018236971123,31,0,2,3,0,0
1,1921.641095454539,3,0,1,1,2,0
1,1019.6668559610857,15,1,2,3,2,1
1,1415.7975824617047,42,0,1,4,0,0
3,1114.7085787259653,15,0,2,2,1,0
5,1920.9218356075494,1,0,3,1,0,0
2,771.6509418583556,40,0,1,3,2,0
0,2088.0483052255427,3,0,4,9,2,1
2,4503.471706356434,42,0,3,9,1,1
5,3700.986924960802,22,0,2,5,1,1
1,552.9495870610617,39,0,1,6,2,0
1,1671.2597982184486,28,0,1,2,1,0
2,3591.1374755040233,36,0,3,4,2,0
2,2960.3350380076754,18,0,3,4,0,0
4,2672.5473621776564,47,0,4,7,0,0
0,2692.990512517307,48,0,4,1,0,0
2,2411.306828449392,42,0,2,8,2,1
3,3325.0564445699547,24,0,2,3,0,0
1,4893.027190687202,20,0,3,5,1,0
1,3701.031946279186,39,0,1,2,0,0
1,4361.240111851204,7,0,3,5,2,0
2,922.0895234812116,9,0,3,9,0,0
3,4824.7391855320875,2,0,4,1,0,1
1,1506.694263863219,7,0,3,6,2,0
0,277.832459748097,16,0,3,2,0,1
3,4288.809241422716,49,0,4,4,2,0
1,1806.8522400555669,17,0,3,3,2,0
1,1764.7045093891238,49,0,2,6,2,0
2,4391.808565425713,7,0,1,6,2,0
3,2161.5552298870853,26,0,2,8,0,0
3,3624.4835844787285,17,0,3,5,2,1
1,3189.6792626214815,41,0,1,8,1,0
0,1089.139538909659,37,0,1,8,1,0
0,2176.4820728678037,19,0,1,5,0,0
1,2663.2967201249367,19,1,1,6,1,0
3,866.1212650059315,28,0,2,3,2,0
5,2712.676465025753,9,0,1,3,0,1
1,2360.1947553551104,15,0,1,2,2,1
0,1198.6141734066036,28,1,3,6,1,0
1,3953.604689328012,15,0,2,5,0,0
3,3435.131175696743,12,0,3,2,0,1
3,1583.265060075871,1,0,1,3,0,0
2,1977.0800768085487,22,0,3,1,2,0
0,243.9465905610405,49,0,2,9,0,0
3,3681.9892964883534,27,0,4,9,0,0
4,124.84984495790209,5,0,2,8,1,0
1,1293.7743609661356,29,0,1,3,1,0
5,562.5727745919748,12,0,2,9,1,1
2,3081.3313015291424,1,0,3,2,0,1
4,4078.630911041949,21,0,1,2,1,1
4,3680.0630867619966,38,0,1,4,0,0
3,989.3100815918023,21,0,1,6,0,0
1,946.8084690280732,1,0,3,8,1,0
4,4573.227307400497,18,0,3,4,2,1
3,1843.381894802137,6,0,4,6,1,0
1,1765.305348665495,44,0,3,3,2,0
3,2057.7132478754884,37,0,1,9,2,0
2,3442.0344025208087,2,0,4,6,2,1
0,2916.322358266214,4,0,1,7,0,1
1,550.3286178226147,23,0,1,6,1,0
2,4515.612501418883,5,0,3,3,2,0
2,4237.604521157361,48,1,1,1,0,0
1,4798.509304373872,28,1,3,4,1,1
3,1078.0474011731862,48,1,3,8,1,1
2,4339.835531632382,36,0,2,2,1,1
3,3993.773487350771,10,0,2,1,2,0
2,1199.1993800468924,8,0,3,1,0,1
4,2139.708558251449,33,0,2,1,1,0
2,4651.398632941022,10,0,3,9,1,1
5,730.6663950339433,28,0,4,8,1,1
2,1176.8755744871148,20,0,3,5,0,0
1,3782.8399459288553,49,0,1,1,2,0
1,4916.924296254168,25,0,2,3,1,1
2,2026.8889392377516,1,1,4,3,0,1
1,4535.171367094179,14,1,1,6,2,0
1,193.691711966731,35,0,2,4,1,0
5,1784.2041634074976,19,0,3,5,0,1
1,4942.023431445095,39,0,4,6,1,1
0,223.1105862646103,39,0,2,9,1,0
4,2392.2257633888225,38,0,3,3,1,0
3,1222.8097364155576,19,0,2,7,0,0
0,937.0113432653447,12,0,3,9,1,0
1,694.5687717330146,9,0,4,9,0,0
0,2505.066891931737,18,0,1,1,2,0
4,3057.0539170007905,48,0,2,8,1,0
2,4720.774554032415,29,0,1,8,2,0
4,4314.847394882462,42,0,1,1,0,1
1,4481.3111858138045,40,0,1,8,1,1
1,1904.052007481129,10,0,2,9,1,0
1,4000.6367883792645,13,0,4,1,0,0
0,4318.945610516061,13,1,1,9,2,1
2,3900.7667478569824,26,0,2,5,2,1
0,2011.2898602880405,36,0,3,3,2,0
1,4614.486943150278,3,1,4,1,0,1
1,1023.5319912382113,25,0,3,3,2,0
3,4004.924922958523,18,0,2,7,1,1
1,4835.491613287073,19,0,4,6,2,0
1,1538.570736212619,36,0,3,1,0,0
1,4998.922690427878,35,0,3,5,1,1
2,4446.004120380232,13,0,3,6,2,1
3,470.57087304965796,16,0,3,7,2,1
2,2437.196201046357,20,0,1,7,2,0
1,1704.3068421509058,35,0,3,7,2,0
2,3342.767272581173,42,1,1,5,0,1
2,2669.014795132537,45,0,1,6,0,0
0,1784.0295524384896,15,0,2,7,1,1
3,1852.999328687797,24,0,3,4,0,0
4,3474.247028885485,47,0,4,5,1,1
1,3884.058462190866,33,0,3,6,2,0
4,4331.642566232565,13,0,1,8,1,0
3,103.64023580098984,24,0,3,2,1,0
2,3938.298838112514,21,1,2,1,2,0
1,949.1857035486266,18,0,2,5,2,1
1,1639.3856834828591,43,0,2,5,1,0
1,4109.923471198791,16,0,1,9,1,0
3,3976.0303284991146,22,0,3,3,1,1
4,2385.3614897380044,9,0,2,8,2,0
3,942.6346659299386,2,0,4,1,0,1
2,1640.758059121669,33,0,3,9,1,0
1,529.9452052303861,23,0,3,2,1,0
2,1259.7127342812596,17,0,1,1,0,0
1,2614.911884691756,40,0,3,5,0,1
1,1105.1301988661928,22,0,2,2,2,0
3,679.9681650952863,14,0,1,3,2,0
3,3368.6722164397534,18,0,4,5,2,1
0,4902.58463586673,19,0,1,9,2,0
2,2941.3813974943714,42,0,4,3,0,1
2,1489.224752651366,38,1,3,8,0,1
2,1617.472352743504,22,0,4,4,1,0
2,3775.7653326932577,25,0,3,2,0,1
4,3185.968884566157,20,0,4,1,1,0
2,3604.342503803365,49,0,4,6,0,1
5,1385.4249399169325,11,0,4,1,1,0
4,3234.8509306534706,39,1,4,9,1,1
1,4867.456071798147,14,0,4,3,2,1
0,146.85722268340282,42,0,3,4,0,0
3,3906.9495871794084,6,0,2,7,0,1
2,2087.6784603431643,26,0,1,1,1,1
2,1494.78055670188,27,0,4,9,2,0
5,2514.214790717682,3,1,3,1,0,1
2,4280.1294501418715,16,0,2,9,1,1
1,908.9115055301149,18,0,3,8,0,1
1,1140.5826762535985,19,0,4,7,0,0
2,4647.815173085218,38,0,2,1,0,1
1,2448.994422794348,48,0,4,4,1,0
4,2880.234690504385,3,0,3,5,2,1
5,3369.217167291696,22,0,4,1,2,1
3,1386.4589167119477,30,1,1,8,1,1
3,1308.3954242425968,8,0,1,7,0,0
1,1150.5494762712249,30,0,1,3,0,0
2,1227.0859521247435,42,0,3,4,2,0
2,4252.274838019495,47,0,1,2,1,0
7,3432.978795174561,24,0,3,9,2,1
1,2340.2378148647217,5,0,3,7,1,0
3,2347.72262310832,22,0,3,9,2,0
3,1012.550719184799,16,0,3,2,0,1
1,4369.087515990158,46,0,4,8,0,1
0,427.817137679816,20,0,1,5,0,0
1,2176.0648141914426,14,0,2,7,0,0
1,3325.1134696542413,48,0,4,6,2,1
1,2578.3159564561524,4,0,4,2,2,0
3,695.8252711216587,30,0,2,7,0,0
0,3675.4141918833334,47,0,4,4,2,0
1,2240.066297828127,37,0,3,3,2,0
1,2375.0873011033023,41,0,1,5,2,0
1,4923.006066107986,15,0,2,4,2,1
1,4798.017103683562,8,0,2,3,2,1
4,4877.7548168639,1,1,4,6,2,1
1,2810.1748872079397,29,0,3,1,0,1
1,4796.597669228712,19,0,2,3,0,0
5,4901.825596641035,47,0,1,8,0,1
2,4742.446963302231,40,0,3,3,2,0
1,153.59444498495998,12,0,4,4,1,0
5,4527.297863694236,20,0,3,7,1,1
0,2930.728040001006,2,0,1,2,0,1
2,4380.378791244694,13,0,1,3,1,1
2,3825.9643316173306,9,0,3,3,1,0
2,1333.8334141582427,25,0,1,6,2,0
4,2556.30088771824,7,0,4,8,1,1
1,2963.4063236450156,39,0,2,5,0,0
2,723.4000866012169,29,0,1,6,0,0
3,4284.252443661659,4,0,1,1,1,0
3,2710.0619741872324,32,0,4,1,1,0
2,2809.2548365018406,31,0,4,2,1,0
3,3926.706413518399,3,0,3,3,2,0
2,1431.2276599994796,1,0,4,5,0,1
2,1159.5220577613545,49,0,2,3,2,0
2,4488.683946343685,19,0,2,9,1,0
3,3675.1200545365814,4,0,2,5,2,1
6,2793.7179437238374,48,0,3,7,1,1
1,4631.9389099122,35,0,2,7,2,1
4,4392.978518767077,8,0,4,5,0,1
0,4425.2545915707415,16,0,2,1,2,0
6,4767.976952644347,46,0,2,9,1,1
4,1144.3766185242605,13,0,2,5,2,0
3,4854.099584723365,19,1,4,8,0,1
0,1602.8550514523192,23,0,2,8,0,0
2,2896.5692207886755,12,0,3,7,0,0
1,634.2320029399016,42,0,4,5,1,1
2,1486.8283908313495,20,0,2,6,2,1
1,667.1061662652367,33,0,4,3,1,0
1,2199.652906745902,39,0,1,6,2,1
1,803.4250342376318,11,0,3,4,2,0
1,2282.398743321156,34,0,3,1,1,0
3,2802.6720355165694,24,0,2,3,2,0
1,1167.078091284143,40,0,3,4,0,0
1,4082.9591940152286,47,0,4,8,0,1
5,2886.4112111447694,34,0,1,5,1,1
1,4714.121698121989,1,0,1,4,1,0
1,1006.5700125019926,10,0,1,4,0,0
1,2190.599531309318,41,0,3,4,1,1
6,2540.851994099078,21,0,1,4,2,1
1,3726.615841264332,23,0,3,7,0,1
3,2051.965374674379,32,0,4,2,2,1
2,456.9368879405626,39,1,3,4,1,1
1,4030.851042406003,39,0,4,5,2,0
3,2271.3124692333063,7,0,2,9,1,0
1,4899.683039309996,4,0,1,8,1,0
3,1592.3442603777187,40,0,2,8,2,0
2,2227.28319171169,28,0,2,9,0,0
1,4274.244581255462,4,0,1,8,2,0
1,2963.4844289662205,29,0,1,5,2,0
4,2291.6836202522636,5,1,3,7,1,1
2,2981.78974398078,32,0,2,2,0,0
3,160.17865019222197,15,0,3,7,0,1
4,1315.0517600645167,6,0,4,7,1,1
1,4882.17926947901,44,0,1,4,2,0
3,857.6831115257258,42,0,4,9,2,1
1,1332.9469987619902,44,1,2,2,1,1
2,1398.260309636337,19,1,1,8,0,0
3,3496.22869040244,3,0,1,8,0,1
2,1448.632837520854,25,0,3,7,1,0
2,3610.1261306365163,6,0,2,5,1,0
1,1692.1612669416697,15,0,1,3,0,0
0,996.7445801248825,20,0,1,3,2,1
0,4923.383644199981,47,0,3,8,1,1
2,3331.881433028841,48,0,3,2,2,0
2,3143.634844719342,14,0,4,7,2,0
0,4756.628222051376,16,0,4,3,0,0
1,4786.09252003682,37,0,2,7,0,0
5,2715.878071775833,8,0,4,2,2,1
1,2897.754987696766,16,0,4,4,1,0
2,4828.951428136554,43,0,2,8,0,1
1,975.4471455880195,35,0,2,9,2,0
3,3776.6953868708797,39,0,1,9,0,0
3,3110.4922361659064,12,0,1,9,0,0
7,3005.6279172853688,34,0,4,5,1,1
2,3678.3017527093643,5,0,2,7,2,1
2,762.6042954498074,14,0,3,1,0,0
1,970.0312655736877,35,0,4,8,0,0
0,1003.2014342520151,45,0,3,9,0,1
2,3901.140301677288,39,0,3,3,0,1
1,4982.656033229038,36,1,3,3,2,0
1,822.113678206916,2,0,2,8,1,1
1,1551.2779958789024,45,0,2,9,2,0
0,2798.0362084275475,42,1,3,1,2,1
0,4715.1060761571425,45,0,2,5,2,0
2,2975.581779664166,27,0,3,7,2,1
1,653.165265884138,18,0,3,9,1,1
0,4475.995491139965,35,0,4,7,2,1
2,2452.1491543647726,2,0,1,6,2,0
2,4408.8965063743435,4,0,1,9,2,0
2,1817.2864501130584,49,0,4,9,0,1
3,927.3266460138641,8,0,1,5,0,0
2,4123.311584657366,10,0,3,4,2,1
1,2873.0912764198715,4,0,3,9,2,1
4,2605.281343676063,22,0,1,5,1,0
0,4532.6081728795925,27,0,3,8,2,0
1,2953.370737912808,30,0,3,5,2,0
3,1600.4453200907417,44,0,1,3,1,0
0,2447.823542701343,20,1,4,2,1,1
5,2709.9289282113054,40,0,1,7,0,1
2,3509.8817652908137,29,0,3,3,2,0
1,3338.1468126021778,47,0,3,6,0,1
4,1414.6000329045046,11,0,2,6,2,0
4,2017.436906402094,29,0,1,6,0,1
3,2037.7566669053838,30,0,4,2,1,0
2,374.71041504362006,35,0,3,2,1,0
0,4818.204265009596,19,0,1,1,0,0
1,875.6382001133271,43,0,3,1,0,0
0,2471.289541096697,12,0,3,1,2,0
3,481.8371270656403,28,0,2,9,0,0
2,2095.2601175383097,40,0,4,4,1,0
4,2866.549538140432,5,0,1,7,1,0
4,2686.40658373458,16,0,1,9,0,0
2,3607.015589497935,8,0,3,9,0,1
1,1246.4746955133194,3,0,2,9,0,0
0,1017.7664483523085,22,0,4,2,0,1
2,1039.5670344511564,26,0,2,3,1,1
0,797.408822841965,22,0,1,2,0,0
0,1485.0338781809166,40,0,3,9,0,1
1,1347.2678491215863,37,0,2,6,2,1
2,4940.853085783264,14,0,4,5,2,1
2,2923.46108179064,3,0,2,9,2,0
3,905.6132957552835,30,0,3,3,2,1
2,4658.74780598118,16,0,2,5,0,1
2,360.6477535270221,34,0,4,9,1,0
2,4796.233306915461,49,0,3,1,0,0
0,4376.99703751124,36,1,1,2,2,1
3,195.80133432230042,49,0,4,7,1,1
2,1628.0951173278258,16,0,4,5,1,1
3,1735.592189131874,33,0,3,8,2,0
1,1371.9132771062968,33,0,4,9,1,0
1,1866.2330404120921,4,0,2,5,0,1
1,4314.173056793102,7,0,1,6,0,1
1,4480.404594527863,34,0,4,1,0,0
3,2875.823040194239,20,0,1,4,0,0
0,3026.8678150246637,44,0,1,5,2,0
1,3383.4740394829782,33,0,4,3,2,0
1,3206.8548902879907,40,0,1,1,0,0
3,3613.2560466817563,42,1,4,1,1,1
2,4550.291852779944,34,0,2,1,0,0
2,2192.6205920108832,16,0,1,5,1,0
3,1207.6571984690265,15,0,2,9,1,0
1,2752.0967061570077,36,0,1,3,1,0
3,1426.8430451195657,15,0,4,3,2,1
3,829.4622044828417,4,0,4,7,0,1
2,632.8562878142396,1,0,4,1,0,0
3,1845.68736882524,13,0,2,6,0,0
2,2137.9726755077345,31,0,1,4,1,0
4,2506.4227523045715,14,0,3,4,1,0
4,1457.1285863046137,18,0,1,2,0,0
2,4244.767459942726,45,0,1,5,1,0
3,3435.117714227826,8,1,2,4,0,1
2,4894.31143265911,24,0,4,1,0,0
2,2390.3490808349698,32,0,3,7,2,0
3,4271.019779600489,15,0,1,5,1,0
2,4395.192691015313,34,0,3,3,1,0
3,4910.190835762811,25,1,4,6,2,1
0,1453.3598417463768,13,0,2,8,0,0
1,1734.407993209346,40,0,3,2,0,1
1,4659.652526309937,24,0,2,9,1,0
1,340.15861622574346,22,0,1,3,2,0
2,888.5817598389519,10,0,1,1,2,0
3,1298.730430049746,39,0,3,2,1,0
1,2425.5472195870207,35,0,3,4,1,0
2,4953.166425345977,38,0,1,3,2,0
2,3443.2097595875216,31,1,2,1,0,1
5,1481.23395389213,46,0,4,6,2,0
2,3125.6669315770514,44,0,1,7,2,1
2,830.538102715998,45,0,2,3,2,0
1,3628.7198210086344,39,0,1,6,2,0
3,2510.022350103468,49,1,4,8,2,1
3,3028.7166540668372,48,0,2,6,1,0
2,915.0878185154138,42,0,2,9,2,0
0,1191.077461211339,34,0,1,9,1,0
2,3705.5595340385985,37,0,2,1,0,0
3,2611.6456611726207,34,0,3,5,0,1
0,3303.402635198073,4,0,2,1,1,0
0,468.61630952470176,40,0,2,3,0,0
1,4052.0196983282694,37,0,1,6,1,0
2,121.53614944314782,40,0,4,7,2,0
0,2978.387641429307,35,0,3,2,2,1
0,4073.5913893265465,13,0,3,3,2,1
2,3055.1128633034023,45,0,3,9,1,1
2,566.0940967550628,7,0,2,5,2,0
1,1521.659602634684,40,0,3,7,0,1
3,3343.487619113962,28,0,3,9,0,1
2,3224.5944627994495,44,0,3,2,1,0
4,3764.605781788927,40,0,2,2,0,1
3,3755.742843869728,11,0,4,7,0,0
0,4975.401165728077,26,0,1,7,2,0
1,4007.417070657129,26,1,2,9,0,1
3,3209.880069063951,30,0,1,1,1,0
2,1695.6047596743006,29,0,3,3,1,0
2,4326.130461715405,45,0,4,3,0,1
1,3597.1086512138886,16,0,4,1,0,1
0,2483.6238930133536,31,0,1,7,0,0
2,1870.064565999501,27,0,4,1,1,1
3,795.8025437222568,21,0,1,5,1,0
2,2494.171756668265,20,0,4,9,1,0
2,307.50465866209424,17,0,4,5,0,0
1,4628.2803722705485,48,0,4,2,2,0
2,3628.8293700447844,30,0,2,5,2,0
1,4222.846543805855,47,1,1,1,0,0
3,3349.3127332637823,23,0,4,5,2,0
0,650.4118300535376,10,1,4,3,2,0
1,3081.3610575083103,5,0,1,7,1,0
3,3500.758675712655,48,0,4,4,1,0
1,2403.265711294188,11,0,4,8,2,1
2,3951.7418713112506,32,0,2,9,1,0
4,4925.570743617278,25,1,1,4,0,0
4,2929.8212764032264,22,0,4,2,0,1
1,3829.813786090014,32,0,2,3,2,1
2,3697.812790992094,7,0,4,3,2,0
1,4295.67861512759,24,0,3,4,2,1
2,4544.854414497617,18,0,3,5,2,0
1,4020.1088535747976,49,0,3,6,2,0
3,2181.043833574135,6,0,4,2,2,1
5,1003.3486232580912,10,0,4,1,0,1
5,1531.1027365882037,7,0,1,8,2,0
1,1736.6529000813152,30,0,4,4,0,0
1,3939.641932384532,2,0,4,2,0,0
4,4246.248193440039,10,0,2,1,0,1
6,2890.6281234923213,43,0,2,9,2,1
4,1425.7812802374622,19,0,3,5,2,1
4,3668.8948455663817,45,0,3,5,0,0
0,290.21200944156124,20,0,1,2,1,0
3,4070.8370237477043,15,0,1,8,1,1
1,4620.000059470428,24,0,3,4,0,1
2,4239.34559202622,28,0,4,3,2,0
4,244.51145201886874,12,1,1,4,2,0
1,4153.366019423513,10,0,2,7,1,0
3,4201.559135096571,45,0,3,9,1,1
0,3416.1769522619898,31,0,1,7,0,0
3,3629.2695366288963,12,0,2,6,0,0
1,3918.0527282384573,22,0,3,2,2,0
3,191.5175814152305,23,0,4,7,0,0
3,399.971109858272,17,0,4,1,0,1
3,825.1326230102947,49,0,4,4,2,0
1,940.5874012631723,24,0,3,4,1,0
3,668.6601202831575,28,0,4,5,2,0
1,4279.894365502556,8,0,4,2,2,0
2,4363.70878678774,5,1,3,7,0,1
0,2103.664369210175,13,0,2,8,1,0
4,415.54983285667356,23,0,4,7,0,1
2,2350.00431875847,12,0,3,5,2,0
2,568.7096576636666,30,0,3,4,1,1
0,1909.5595517161646,1,0,2,3,2,1
2,2483.1081882577246,14,0,1,2,2,1
0,3805.4997244431574,9,0,4,1,1,1
2,1947.3003994198718,45,0,3,8,1,0
5,1374.331911244053,9,0,1,7,2,1
0,4314.743813836002,49,1,4,2,0,1
1,905.4561040079601,20,0,4,6,0,0
0,4023.7873715997607,39,0,2,8,0,0
0,3915.9128267021188,18,0,2,8,2,0
2,4219.419232712245,48,0,2,1,0,0
3,2951.723206423258,31,0,4,2,1,1
3,467.32984618603507,23,0,3,7,0,0
3,1667.7581413810904,16,0,4,6,2,1
